region,piso,distrito,anio,mes_num,mes_nombre,n_cultivos,produccion_total_piso,t2m,t2m_max,t2m_min,prectotcorr,rh2m,allsky_sfc_sw_dwn,ws2m,ps,gwetroot,ts,t2mdew,qv2m
Junin,selva_baja,Rio Tambo,2022,1,Enero,4,14369.272,23.51,33.73,17.71,1.81,73.11,15.05,0.06,89.09,0.56,23.44,17.75,14.4
Junin,selva_baja,Rio Tambo,2022,2,Febrero,4,14391.212,22.7,30.76,17.2,2.11,76.74,14.22,0.07,89.12,0.58,22.61,17.84,14.43
Junin,selva_baja,Rio Tambo,2022,3,Marzo,4,0.0,22.53,31.8,16.73,1.74,77.39,14.47,0.06,89.14,0.58,22.45,17.82,14.43
Junin,selva_baja,Rio Tambo,2022,4,Abril,4,0.0,23.44,31.91,16.48,0.81,72.45,15.73,0.07,89.21,0.57,23.35,17.6,14.2
Junin,selva_baja,Rio Tambo,2022,5,Mayo,4,18481.295,23.06,32.06,15.14,0.61,67.29,14.34,0.07,89.38,0.55,22.95,15.96,12.81
Junin,selva_baja,Rio Tambo,2022,6,Junio,4,18422.259000000005,22.67,31.62,13.32,0.27,63.9,15.64,0.12,89.37,0.54,22.35,14.64,11.86
Junin,selva_baja,Rio Tambo,2022,7,Julio,4,15572.419999999998,24.56,32.6,18.42,0.35,58.43,15.95,0.14,89.34,0.54,24.25,15.11,12.11
Junin,selva_baja,Rio Tambo,2022,8,Agosto,4,13658.678999999996,23.96,33.04,13.7,0.17,53.35,16.14,0.16,89.37,0.54,23.55,12.89,10.7
Junin,selva_baja,Rio Tambo,2022,9,Septiembre,4,16720.902999999995,25.49,34.01,16.86,0.38,54.17,16.44,0.1,89.22,0.54,25.35,14.71,11.83
Junin,selva_baja,Rio Tambo,2022,10,Octubre,4,19511.480000000003,25.13,33.64,17.27,0.43,62.86,17.81,0.06,89.13,0.54,25.07,16.73,13.51
Junin,selva_baja,Rio Tambo,2022,11,Noviembre,4,19421.700000000004,24.52,33.4,14.73,0.38,60.54,18.31,0.1,89.16,0.54,24.31,15.44,12.56
Junin,selva_baja,Rio Tambo,2022,12,Diciembre,4,19153.070000000025,23.9,32.37,18.37,1.27,68.5,15.83,0.06,89.03,0.54,23.85,17.05,13.77
Junin,selva_baja,Rio Tambo,2023,1,Enero,4,14861.063999999998,23.05,31.57,15.64,2.07,72.43,14.99,0.06,89.14,0.56,23.0,17.16,13.81
Junin,selva_baja,Rio Tambo,2023,2,Febrero,4,15203.150000000001,23.03,32.77,15.99,1.99,75.19,14.03,0.06,89.15,0.58,22.95,17.85,14.44
Junin,selva_baja,Rio Tambo,2023,3,Marzo,4,16529.165,22.38,30.35,17.63,3.03,80.04,14.82,0.08,89.21,0.61,22.25,18.36,14.89
Junin,selva_baja,Rio Tambo,2023,4,Abril,4,18619.52,23.65,32.46,17.58,0.55,71.41,15.47,0.09,89.2,0.57,23.5,17.45,14.09
Junin,selva_baja,Rio Tambo,2023,5,Mayo,4,18752.02,24.3,32.93,17.44,0.33,65.09,14.67,0.07,89.34,0.55,24.15,16.63,13.35
Junin,selva_baja,Rio Tambo,2023,6,Junio,4,17477.250000000007,24.02,32.21,14.42,0.07,56.46,16.03,0.12,89.46,0.54,23.65,14.09,11.34
Junin,selva_baja,Rio Tambo,2023,7,Julio,4,15678.060000000005,25.23,33.22,17.93,0.03,53.35,16.56,0.12,89.41,0.54,24.99,14.35,11.51
Junin,selva_baja,Rio Tambo,2023,8,Agosto,4,13577.929000000004,26.18,35.17,17.67,0.04,49.32,17.18,0.11,89.31,0.53,25.94,14.12,11.35
Junin,selva_baja,Rio Tambo,2023,9,Septiembre,4,16099.800999999992,26.78,35.85,20.02,0.28,50.98,16.96,0.12,89.19,0.54,26.55,15.13,12.15
Junin,selva_baja,Rio Tambo,2023,10,Octubre,4,18906.374999999993,27.54,36.77,20.25,0.67,52.82,15.97,0.08,89.09,0.54,27.43,16.25,13.06
Junin,selva_baja,Rio Tambo,2023,11,Noviembre,4,19450.312999999995,26.24,35.03,19.31,1.11,60.47,15.26,0.05,89.04,0.54,26.22,17.2,13.87
Junin,selva_baja,Rio Tambo,2023,12,Diciembre,4,16914.12300000002,24.36,32.65,18.73,2.04,75.24,15.32,0.06,89.11,0.56,24.31,19.09,15.62
Junin,selva_baja,Rio Tambo,2024,1,Enero,4,13160.179,25.07,34.4,18.88,1.67,70.93,14.73,0.04,89.15,0.56,25.06,18.71,15.24
Junin,selva_baja,Rio Tambo,2024,2,Febrero,4,14881.52,24.4,34.1,18.29,2.33,73.1,15.11,0.06,89.23,0.56,24.33,18.58,15.11
Junin,selva_baja,Rio Tambo,2024,3,Marzo,4,16109.750999999998,24.14,32.77,18.43,1.96,75.2,14.7,0.08,89.26,0.57,24.02,18.85,15.37
Junin,selva_baja,Rio Tambo,2024,4,Abril,4,17506.114999999998,24.9,33.34,19.3,0.86,72.52,16.18,0.07,89.2,0.57,24.82,18.97,15.49
Junin,selva_baja,Rio Tambo,2024,5,Mayo,4,16835.52,25.08,34.09,17.4,0.64,66.29,16.26,0.09,89.29,0.55,24.93,17.59,14.21
Junin,selva_baja,Rio Tambo,2024,6,Junio,4,15916.050000000003,24.79,33.04,16.89,0.8,57.97,15.25,0.15,89.34,0.54,24.38,15.13,12.16
Junin,selva_baja,Rio Tambo,2024,7,Julio,4,14310.136000000002,24.22,33.42,16.71,0.07,52.96,15.37,0.17,89.48,0.54,23.74,13.09,10.71
Junin,selva_baja,Rio Tambo,2024,8,Agosto,4,12839.781000000003,25.51,33.88,17.33,0.26,49.46,16.15,0.15,89.39,0.54,25.15,13.42,10.88
Junin,selva_baja,Rio Tambo,2024,9,Septiembre,4,16208.20099999999,26.4,34.75,18.77,0.5,52.82,15.15,0.15,89.23,0.54,26.07,15.12,12.13
Junin,selva_baja,Rio Tambo,2024,10,Octubre,4,17815.571000000007,26.98,35.49,20.12,0.5,54.94,17.03,0.08,89.15,0.54,26.86,16.32,13.12
Junin,selva_baja,Rio Tambo,2024,11,Noviembre,4,18357.023000000005,24.86,34.28,18.44,1.68,67.82,14.63,0.05,89.04,0.55,24.82,17.78,14.39
Junin,selva_baja,Rio Tambo,2024,12,Diciembre,4,16958.129999999997,24.94,34.61,18.66,1.33,67.41,13.82,0.04,89.08,0.55,24.92,17.73,14.35
Junin,selva_baja,Rio Tambo,2025,1,Enero,4,11785.551,24.55,33.53,17.95,1.54,66.31,14.77,0.07,89.12,0.55,24.48,17.11,13.79
Junin,selva_baja,Rio Tambo,2025,2,Febrero,4,13983.192,22.75,32.31,17.7,5.83,81.55,14.43,0.07,89.14,0.61,22.64,18.98,15.49
Junin,selva_baja,Rio Tambo,2025,3,Marzo,4,14739.403000000002,21.71,28.68,17.67,4.58,88.67,13.23,0.09,89.24,0.67,21.59,19.58,16.06
Junin,selva_baja,Rio Tambo,2025,4,Abril,4,16269.95,22.56,30.17,16.43,1.93,81.29,14.2,0.08,89.23,0.62,22.43,18.82,15.3
Junin,selva_baja,Rio Tambo,2025,5,Mayo,4,16075.549,23.34,31.6,16.46,1.09,72.19,14.33,0.1,89.39,0.57,23.14,17.35,13.98
Junin,selva_baja,Rio Tambo,2025,6,Junio,4,16444.47499999999,22.51,31.03,16.8,1.67,74.52,13.24,0.12,89.42,0.58,22.31,17.05,13.68
Junin,selva_baja,Rio Tambo,2025,7,Julio,4,13657.281000000003,22.86,32.08,14.34,0.29,59.84,16.24,0.18,89.57,0.55,22.36,13.75,11.08
Junin,selva_baja,Rio Tambo,2025,8,Agosto,4,12567.070000000003,24.46,33.54,16.69,0.38,55.51,15.43,0.12,89.41,0.54,24.26,14.11,11.34
Junin,selva_baja,Rio Tambo,2025,9,Septiembre,4,15650.007999999994,25.57,34.34,17.98,0.64,55.04,15.96,0.11,89.33,0.54,25.38,15.06,12.06
Junin,selva_baja,Rio Tambo,2025,10,Octubre,4,17315.581000000006,24.71,34.0,17.64,1.23,65.95,15.92,0.05,89.21,0.55,24.68,16.96,13.66
Junin,selva_baja,Rio Tambo,2025,11,Noviembre,4,17610.306999999993,25.16,33.24,18.67,0.47,64.98,16.69,0.05,89.09,0.54,25.14,17.37,14.03
Junin,selva_baja,Rio Tambo,2025,12,Diciembre,4,16873.71,24.36,33.97,17.6,0.67,68.27,16.69,0.03,88.99,0.54,24.38,17.43,14.09
Junin,sierra,El Tambo,2020,1,Enero,26,44512.76,9.71,19.15,2.12,0.96,77.12,19.07,2.14,64.92,0.51,11.5,5.25,8.64
Junin,sierra,El Tambo,2020,2,Febrero,26,59618.025,9.61,18.23,2.36,1.24,78.8,16.43,2.17,64.94,0.49,11.42,5.52,8.81
Junin,sierra,El Tambo,2020,3,Marzo,26,108758.395,9.79,18.96,2.53,1.5,78.58,16.75,2.06,64.95,0.47,11.55,5.62,8.84
Junin,sierra,El Tambo,2020,4,Abril,26,146027.73899999997,9.47,19.84,2.09,0.3,76.81,20.1,2.06,65.04,0.47,11.32,4.8,8.37
Junin,sierra,El Tambo,2020,5,Mayo,26,184278.399,8.36,17.82,-3.01,0.22,72.81,18.49,1.96,65.08,0.43,9.94,2.64,7.33
Junin,sierra,El Tambo,2020,6,Junio,26,167689.33000000002,9.06,18.53,2.23,0.34,74.21,19.94,1.8,65.03,0.42,10.84,3.7,7.77
Junin,sierra,El Tambo,2020,7,Julio,26,56204.68999999999,8.21,18.22,-0.99,0.47,73.32,21.13,1.81,64.99,0.43,10.01,2.49,7.18
Junin,sierra,El Tambo,2020,8,Agosto,26,19344.45900000002,8.9,19.18,-0.49,0.04,68.76,22.78,2.13,64.99,0.41,11.1,2.04,6.99
Junin,sierra,El Tambo,2020,9,Septiembre,26,19864.380000000026,9.11,18.79,2.52,0.19,72.61,19.06,2.43,64.97,0.4,11.51,3.53,7.67
Junin,sierra,El Tambo,2020,10,Octubre,26,17462.000000000022,9.53,21.82,2.36,0.91,72.38,20.87,2.57,64.93,0.4,11.93,3.78,7.83
Junin,sierra,El Tambo,2020,11,Noviembre,26,21730.38,9.57,18.86,2.35,1.01,73.5,24.05,2.29,64.92,0.44,11.56,4.18,8.04
Junin,sierra,El Tambo,2020,12,Diciembre,26,0.0,9.14,18.11,2.45,3.77,80.13,16.82,2.11,64.82,0.47,10.6,5.36,8.72
Junin,sierra,El Tambo,2021,1,Enero,26,47598.75,8.74,16.22,1.87,2.89,84.14,16.17,2.16,64.78,0.6,9.99,5.86,9.01
Junin,sierra,El Tambo,2021,2,Febrero,26,67339.27,8.65,18.16,1.5,1.46,79.49,19.79,1.9,64.85,0.58,10.0,4.76,8.38
Junin,sierra,El Tambo,2021,3,Marzo,26,112355.92,8.53,16.13,1.85,2.26,83.3,16.72,2.1,64.83,0.57,9.83,5.48,8.77
Junin,sierra,El Tambo,2021,4,Abril,26,161290.34,8.61,16.51,1.74,2.09,82.55,18.94,1.7,64.93,0.57,9.88,5.32,8.68
Junin,sierra,El Tambo,2021,5,Mayo,26,0.0,8.12,16.36,-0.02,0.26,79.01,19.13,1.76,65.03,0.52,9.65,4.03,7.92
Junin,sierra,El Tambo,2021,6,Junio,26,0.0,7.94,17.2,1.33,0.1,76.91,18.58,1.66,65.03,0.48,9.57,3.34,7.55
Junin,sierra,El Tambo,2021,7,Julio,26,65787.48,7.7,17.58,-2.46,0.01,72.59,20.48,1.92,65.07,0.44,9.42,1.9,6.86
Junin,sierra,El Tambo,2021,8,Agosto,26,21216.41000000003,8.12,19.39,-0.3,0.06,71.59,20.8,2.04,65.05,0.41,10.28,2.12,6.96
Junin,sierra,El Tambo,2021,9,Septiembre,26,19048.35999999997,9.41,19.2,1.43,0.29,72.16,19.01,2.55,65.03,0.41,11.84,3.71,7.74
Junin,sierra,El Tambo,2021,10,Octubre,26,17763.579999999987,10.19,20.81,2.07,0.48,73.17,21.17,2.38,64.96,0.4,12.53,4.67,8.31
Junin,sierra,El Tambo,2021,11,Noviembre,26,20927.049999999992,8.89,18.81,1.59,1.31,75.73,19.33,2.09,64.83,0.41,10.93,4.16,8.04
Junin,sierra,El Tambo,2021,12,Diciembre,26,37317.569999999956,9.26,17.84,2.57,1.28,77.0,20.4,1.98,64.83,0.46,10.97,4.81,8.4
Junin,sierra,El Tambo,2022,1,Enero,26,47897.15,8.86,19.85,1.86,2.63,77.8,18.68,2.16,64.84,0.47,10.64,4.46,8.21
Junin,sierra,El Tambo,2022,2,Febrero,26,75496.95000000001,8.46,16.89,1.88,2.75,82.83,16.51,2.21,64.82,0.54,9.99,5.28,8.66
Junin,sierra,El Tambo,2022,3,Marzo,26,0.0,8.55,16.37,1.71,2.25,84.06,16.89,1.93,64.84,0.56,9.92,5.62,8.86
Junin,sierra,El Tambo,2022,4,Abril,26,0.0,8.87,17.54,1.95,0.81,80.51,19.46,1.94,64.94,0.55,10.23,5.13,8.56
Junin,sierra,El Tambo,2022,5,Mayo,26,203194.85,8.37,18.08,1.44,0.31,77.02,19.02,1.67,65.02,0.49,9.92,3.87,7.84
Junin,sierra,El Tambo,2022,6,Junio,26,168024.44000000003,7.57,17.83,-1.84,0.16,74.58,19.36,1.76,64.97,0.46,9.01,2.17,7.03
Junin,sierra,El Tambo,2022,7,Julio,26,71140.06999999999,8.5,18.27,-0.39,0.05,72.84,20.33,1.9,65.03,0.42,10.3,2.7,7.29
Junin,sierra,El Tambo,2022,8,Agosto,26,21207.779999999973,8.57,20.8,-0.55,0.04,69.84,21.1,2.08,65.01,0.41,10.84,2.11,6.99
Junin,sierra,El Tambo,2022,9,Septiembre,26,20054.689999999926,9.29,19.95,2.01,0.04,69.36,22.56,2.12,64.97,0.4,11.88,2.78,7.3
Junin,sierra,El Tambo,2022,10,Octubre,26,19488.58000000001,9.72,21.16,2.6,0.05,70.03,25.2,2.05,64.92,0.39,12.45,3.41,7.64
Junin,sierra,El Tambo,2022,11,Noviembre,26,21119.459999999985,9.91,21.35,2.36,0.07,66.28,23.95,2.43,64.92,0.39,12.58,2.6,7.24
Junin,sierra,El Tambo,2022,12,Diciembre,26,35042.41000000004,9.29,19.56,2.14,1.16,71.62,18.95,2.17,64.81,0.4,11.51,3.53,7.74
Junin,sierra,El Tambo,2023,1,Enero,26,52073.33,9.26,17.84,2.73,2.05,77.31,18.16,2.26,64.83,0.44,11.19,4.84,8.39
Junin,sierra,El Tambo,2023,2,Febrero,26,69681.76000000001,9.09,17.12,2.31,3.01,81.71,15.86,2.28,64.86,0.52,10.67,5.65,8.88
Junin,sierra,El Tambo,2023,3,Marzo,26,103237.82000000004,8.95,17.76,2.0,1.31,82.32,16.95,2.11,64.9,0.53,10.43,5.66,8.87
Junin,sierra,El Tambo,2023,4,Abril,26,155299.79,9.32,17.93,2.37,0.42,79.67,18.2,2.02,64.93,0.5,10.89,5.36,8.69
Junin,sierra,El Tambo,2023,5,Mayo,26,203164.34000000005,8.55,18.57,1.58,0.47,77.87,18.4,1.76,65.05,0.46,10.15,4.19,8.03
Junin,sierra,El Tambo,2023,6,Junio,26,154842.5099999999,8.13,17.17,-3.53,0.0,73.22,20.87,1.81,65.1,0.43,9.74,2.41,7.15
Junin,sierra,El Tambo,2023,7,Julio,26,86985.47999999998,9.34,19.48,-0.03,0.0,71.66,21.3,2.0,65.11,0.41,11.27,3.11,7.48
Junin,sierra,El Tambo,2023,8,Agosto,26,22098.880000000034,9.55,20.12,2.26,0.1,72.06,21.49,2.17,65.08,0.4,11.9,3.68,7.75
Junin,sierra,El Tambo,2023,9,Septiembre,26,21480.229999999996,9.74,19.22,0.92,0.41,71.99,19.74,2.45,65.03,0.4,12.29,3.94,7.92
Junin,sierra,El Tambo,2023,10,Octubre,26,18344.199999999986,11.1,21.09,2.81,0.52,73.94,18.54,2.83,64.98,0.4,13.51,5.82,8.98
Junin,sierra,El Tambo,2023,11,Noviembre,26,23056.51000000001,10.87,19.39,3.04,0.8,74.42,18.55,2.59,64.9,0.4,13.09,5.79,8.97
Junin,sierra,El Tambo,2023,12,Diciembre,26,39114.43000000004,10.45,19.63,2.97,1.88,77.81,17.36,2.48,64.94,0.43,12.23,6.12,9.18
Junin,sierra,El Tambo,2024,1,Enero,26,63389.34999999999,10.83,20.28,2.37,1.57,78.43,16.5,2.5,64.97,0.46,12.72,6.6,9.48
Junin,sierra,El Tambo,2024,2,Febrero,26,81805.32999999999,10.47,21.93,3.13,2.8,78.3,17.48,2.37,65.0,0.48,12.3,6.18,9.22
Junin,sierra,El Tambo,2024,3,Marzo,26,110534.761,10.35,18.38,4.29,2.69,82.13,15.94,2.22,65.03,0.52,11.77,6.99,9.69
Junin,sierra,El Tambo,2024,4,Abril,26,192500.459,10.32,18.07,2.89,0.72,80.99,17.43,2.02,65.03,0.54,11.68,6.69,9.51
Junin,sierra,El Tambo,2024,5,Mayo,26,225750.45,9.81,18.77,1.08,0.71,78.73,19.62,1.73,65.09,0.49,11.22,5.53,8.84
Junin,sierra,El Tambo,2024,6,Junio,26,203773.33000000002,9.07,18.78,-1.62,0.59,75.31,19.23,1.79,65.08,0.46,10.45,3.79,7.9
Junin,sierra,El Tambo,2024,7,Julio,26,105971.61999999998,8.45,17.9,-2.92,0.1,73.05,21.11,1.89,65.12,0.43,10.22,2.73,7.31
Junin,sierra,El Tambo,2024,8,Agosto,26,26305.646000000015,9.2,19.33,1.22,0.05,71.06,21.66,2.22,65.09,0.41,11.56,3.15,7.5
Junin,sierra,El Tambo,2024,9,Septiembre,26,21768.11000000002,9.63,18.9,2.68,0.52,74.67,17.34,2.31,65.06,0.41,11.83,4.5,8.17
Junin,sierra,El Tambo,2024,10,Octubre,26,20172.23580000002,9.9,19.84,2.62,0.57,73.97,20.12,2.44,65.0,0.41,12.24,4.65,8.29
Junin,sierra,El Tambo,2024,11,Noviembre,26,22729.95000000002,9.78,20.14,2.66,1.95,77.75,18.67,2.32,64.86,0.43,11.73,5.45,8.78
Junin,sierra,El Tambo,2024,12,Diciembre,26,38676.239999999954,10.18,19.79,2.38,1.46,76.88,17.63,2.52,64.89,0.46,12.2,5.64,8.88
Junin,sierra,El Tambo,2025,1,Enero,26,58035.32,9.42,17.88,1.46,1.96,79.06,18.34,2.32,64.88,0.49,11.25,5.41,8.72
Junin,sierra,El Tambo,2025,2,Febrero,26,86648.69000000002,8.95,18.94,2.34,7.86,84.16,16.08,2.22,64.88,0.6,10.31,6.0,9.09
Junin,sierra,El Tambo,2025,3,Marzo,26,130875.32500000001,8.52,15.14,1.81,4.43,89.55,14.85,1.82,64.95,0.75,9.2,6.72,9.53
Junin,sierra,El Tambo,2025,4,Abril,26,208578.345,8.62,15.89,2.29,1.75,87.93,17.25,1.79,64.96,0.73,9.37,6.51,9.41
Junin,sierra,El Tambo,2025,5,Mayo,26,239728.17999999993,8.36,14.86,1.61,0.91,84.81,17.31,1.79,65.06,0.65,9.38,5.61,8.81
Junin,sierra,El Tambo,2025,6,Junio,26,215491.275,7.79,15.67,0.89,3.01,83.59,18.08,1.57,65.06,0.64,8.67,4.76,8.31
Junin,sierra,El Tambo,2025,7,Julio,26,116128.23300000002,6.75,15.32,-4.38,0.26,77.09,20.52,1.76,65.11,0.58,7.84,2.13,7.01
Junin,sierra,El Tambo,2025,8,Agosto,26,28160.56,7.71,17.55,0.29,0.37,77.79,20.67,1.88,65.05,0.51,9.58,3.38,7.54
Junin,sierra,El Tambo,2025,9,Septiembre,26,20143.459999999894,9.16,18.93,2.5,0.6,76.49,18.76,2.52,65.04,0.47,11.32,4.53,8.17
Junin,sierra,El Tambo,2025,10,Octubre,26,20914.255000000005,9.49,18.39,2.56,1.35,76.35,19.52,2.46,64.93,0.46,11.8,4.83,8.37
Junin,sierra,El Tambo,2025,11,Noviembre,26,24632.485799999977,9.43,19.1,2.41,0.18,74.4,21.68,2.22,64.89,0.44,11.6,4.34,8.13
Junin,sierra,El Tambo,2025,12,Diciembre,26,41985.78980000006,9.58,19.98,2.11,0.36,71.56,21.68,1.98,64.79,0.42,11.87,3.89,7.89
La Libertad,costa,Viru,2020,1,Enero,27,483339.91500000004,21.94,29.69,18.14,0.14,76.91,22.09,2.36,94.07,0.38,24.2,17.38,13.28
La Libertad,costa,Viru,2020,2,Febrero,27,552977.5279999999,22.39,28.6,19.04,0.15,79.93,21.08,2.29,94.04,0.38,24.64,18.5,14.24
La Libertad,costa,Viru,2020,3,Marzo,27,376573.01100000006,22.48,28.89,18.43,0.14,77.13,21.86,2.1,94.08,0.38,24.36,17.83,13.77
La Libertad,costa,Viru,2020,4,Abril,27,535408.702,21.4,27.7,16.49,0.46,76.14,20.68,2.25,94.14,0.38,22.95,16.73,12.72
La Libertad,costa,Viru,2020,5,Mayo,27,764400.79,20.98,27.45,16.37,0.06,73.54,19.05,2.19,94.13,0.38,22.28,15.72,11.93
La Libertad,costa,Viru,2020,6,Junio,27,638311.3669999997,18.64,27.05,13.78,0.02,75.78,18.6,2.39,94.14,0.38,19.83,13.92,10.61
La Libertad,costa,Viru,2020,7,Julio,27,570637.086,18.19,25.28,13.66,1.68,75.17,18.52,2.18,94.08,0.43,19.02,13.39,10.24
La Libertad,costa,Viru,2020,8,Agosto,27,545662.679,18.43,26.96,12.51,0.01,70.01,21.73,2.29,94.1,0.39,19.85,12.35,9.58
La Libertad,costa,Viru,2020,9,Septiembre,27,628730.583,19.04,26.46,13.88,0.1,67.84,20.71,2.37,94.09,0.38,21.15,12.59,9.72
La Libertad,costa,Viru,2020,10,Octubre,27,639610.4769999997,20.22,26.77,15.25,0.37,65.75,22.46,2.11,94.02,0.38,22.44,13.2,10.14
La Libertad,costa,Viru,2020,11,Noviembre,27,519718.4100000002,19.2,27.66,13.08,0.17,69.06,24.03,1.96,94.11,0.38,21.49,13.02,10.04
La Libertad,costa,Viru,2020,12,Diciembre,27,0.0,20.32,26.6,16.38,0.37,76.08,19.23,1.68,94.05,0.39,22.14,15.71,11.92
La Libertad,costa,Viru,2021,1,Enero,27,401622.981,21.13,27.05,17.09,0.31,76.86,19.5,1.84,93.97,0.38,23.18,16.65,12.68
La Libertad,costa,Viru,2021,2,Febrero,27,529091.0499849942,22.29,29.81,17.83,0.08,71.39,22.86,1.92,94.0,0.38,24.59,16.53,12.61
La Libertad,costa,Viru,2021,3,Marzo,27,466683.38301500573,22.23,28.45,17.93,0.37,72.67,19.8,1.93,94.02,0.38,24.04,16.72,12.79
La Libertad,costa,Viru,2021,4,Abril,27,320562.50600000005,20.2,27.57,15.26,0.12,77.17,20.06,2.52,94.04,0.38,21.81,15.79,12.0
La Libertad,costa,Viru,2021,5,Mayo,27,0.0,19.42,27.7,14.5,0.06,75.39,17.67,2.49,94.15,0.38,20.7,14.61,11.09
La Libertad,costa,Viru,2021,6,Junio,27,0.0,18.96,26.38,14.5,0.03,76.29,15.32,2.41,94.2,0.38,20.15,14.35,10.91
La Libertad,costa,Viru,2021,7,Julio,27,527124.8380000001,19.3,27.96,15.07,0.03,71.78,17.65,2.65,94.15,0.38,20.51,13.62,10.42
La Libertad,costa,Viru,2021,8,Agosto,27,579039.683,18.82,28.23,13.98,0.07,71.18,19.07,2.82,94.18,0.37,20.43,13.07,10.04
La Libertad,costa,Viru,2021,9,Septiembre,27,563792.626,18.92,27.06,14.05,0.09,68.52,20.63,2.96,94.14,0.38,20.84,12.65,9.75
La Libertad,costa,Viru,2021,10,Octubre,27,611513.3808586001,18.52,26.38,13.87,0.33,72.04,21.03,2.74,94.13,0.38,20.68,13.12,10.04
La Libertad,costa,Viru,2021,11,Noviembre,27,543765.5953102997,18.14,24.12,14.19,0.25,77.67,22.64,2.44,94.16,0.38,20.39,13.96,10.62
La Libertad,costa,Viru,2021,12,Diciembre,27,524313.2404580999,19.32,26.7,15.16,0.26,77.33,22.17,2.36,94.08,0.38,21.41,15.01,11.38
La Libertad,costa,Viru,2022,1,Enero,27,438978.6534956,20.35,26.77,16.18,0.24,79.14,21.34,2.4,94.11,0.38,22.46,16.34,12.41
La Libertad,costa,Viru,2022,2,Febrero,27,443509.0560448999,20.51,26.16,16.44,0.52,78.94,19.17,2.35,94.08,0.38,22.65,16.49,12.54
La Libertad,costa,Viru,2022,3,Marzo,27,0.0,21.48,27.49,16.84,0.48,74.59,19.07,2.1,94.05,0.38,23.38,16.55,12.58
La Libertad,costa,Viru,2022,4,Abril,27,0.0,19.39,25.98,15.4,0.44,78.99,18.78,2.49,94.04,0.39,20.74,15.41,11.69
La Libertad,costa,Viru,2022,5,Mayo,27,631658.2649999999,19.24,26.52,13.81,0.25,71.23,18.41,2.3,94.14,0.38,20.31,13.54,10.35
La Libertad,costa,Viru,2022,6,Junio,27,581977.0887705,17.82,25.32,12.6,0.08,72.95,17.67,2.38,94.19,0.38,18.52,12.54,9.69
La Libertad,costa,Viru,2022,7,Julio,27,573964.7673058001,18.17,25.98,12.95,0.04,71.02,18.46,2.53,94.13,0.38,19.18,12.41,9.62
La Libertad,costa,Viru,2022,8,Agosto,27,512501.4893262001,18.3,26.33,13.26,0.05,69.29,19.7,2.66,94.14,0.38,19.72,12.2,9.48
La Libertad,costa,Viru,2022,9,Septiembre,27,514965.9593930002,18.28,27.61,13.44,0.18,68.14,19.43,2.77,94.16,0.38,20.06,11.92,9.3
La Libertad,costa,Viru,2022,10,Octubre,27,616431.678,17.81,26.07,11.68,0.07,68.87,22.32,2.67,94.17,0.38,19.89,11.67,9.16
La Libertad,costa,Viru,2022,11,Noviembre,27,575560.9099999999,18.73,25.44,13.79,0.05,73.19,23.68,2.38,94.12,0.38,21.09,13.52,10.35
La Libertad,costa,Viru,2022,12,Diciembre,27,569351.7462354001,19.66,26.51,15.09,0.15,79.87,20.74,2.34,94.08,0.38,21.77,15.85,12.04
La Libertad,costa,Viru,2023,1,Enero,27,462909.43000000005,20.47,26.02,16.15,1.16,77.38,20.22,2.02,94.12,0.39,22.21,16.13,12.26
La Libertad,costa,Viru,2023,2,Febrero,27,481210.2956480001,21.95,28.3,18.35,0.54,80.0,18.71,2.13,93.99,0.39,23.81,18.13,13.93
La Libertad,costa,Viru,2023,3,Marzo,27,575237.0184878999,23.06,28.91,19.57,0.81,78.01,17.73,2.13,94.06,0.39,24.88,18.71,14.49
La Libertad,costa,Viru,2023,4,Abril,27,526939.6461108001,23.09,30.25,19.55,0.23,81.83,17.82,2.5,93.98,0.39,24.59,19.55,15.27
La Libertad,costa,Viru,2023,5,Mayo,27,592107.6170364,22.06,29.1,18.42,0.13,80.86,17.01,2.59,94.07,0.38,23.72,18.31,14.07
La Libertad,costa,Viru,2023,6,Junio,27,538689.8874624997,21.48,28.71,17.57,0.0,77.59,18.28,2.67,94.09,0.38,23.0,17.0,12.97
La Libertad,costa,Viru,2023,7,Julio,27,623474.4780304999,21.21,28.92,16.83,0.02,77.42,18.12,2.77,94.09,0.38,22.84,16.7,12.71
La Libertad,costa,Viru,2023,8,Agosto,27,617883.275,20.91,30.37,16.56,0.02,75.63,19.38,2.62,94.09,0.38,22.74,16.05,12.2
La Libertad,costa,Viru,2023,9,Septiembre,27,578347.3780000001,21.09,27.88,16.95,0.03,72.99,21.85,2.85,94.03,0.37,23.3,15.74,11.94
La Libertad,costa,Viru,2023,10,Octubre,27,621754.3209976004,20.31,26.8,15.98,0.25,76.66,19.81,2.78,94.08,0.38,22.59,15.83,11.99
La Libertad,costa,Viru,2023,11,Noviembre,27,558582.7417266901,20.17,27.1,15.82,0.19,76.34,20.75,2.62,94.03,0.38,22.43,15.58,11.83
La Libertad,costa,Viru,2023,12,Diciembre,27,577210.7162055004,20.83,27.34,16.8,0.58,80.91,19.52,2.55,94.01,0.38,22.9,17.2,13.11
La Libertad,costa,Viru,2024,1,Enero,27,407731.5152224,22.27,28.87,18.77,0.16,82.24,19.91,2.55,94.03,0.38,24.53,18.89,14.59
